Rank,Attitude,Inc_deg,Alt_km,LTAN_h,Passes_BA,Visible_min,Eclipse_%,BestRad,Score,Rad+X_Wh,Rad+X_Tcm5,Rad+X_Tbat,Rad+X_Panels,Rad+X_ThermalKey,Rad-X_Wh,Rad-X_Tcm5,Rad-X_Tbat,Rad-X_Panels,Rad-X_ThermalKey,Rad+Y_Wh,Rad+Y_Tcm5,Rad+Y_Tbat,Rad+Y_Panels,Rad+Y_ThermalKey,Rad-Y_Wh,Rad-Y_Tcm5,Rad-Y_Tbat,Rad-Y_Panels,Rad-Y_ThermalKey,Rad+Z_Wh,Rad+Z_Tcm5,Rad+Z_Tbat,Rad+Z_Panels,Rad+Z_ThermalKey,Rad-Z_Wh,Rad-Z_Tcm5,Rad-Z_Tbat,Rad-Z_Panels,Rad-Z_ThermalKey
306,10x15_nadir,98.20,650,11.50,3,24.0,36.5,+Y,47.9,56.96,30.1,10.4,-X+-Z++Z+-Y,1.283,34.92,23.4,3.4,-Z++Z+-Y++X,1.121,56.52,28.5,14.0,-X+-Z++Z+-Y,1.336,52.06,27.8,13.9,-X+-Z++Z++X,1.308,47.53,30.3,12.9,-X+-Z+-Y++X,1.231,47.13,26.4,10.3,-X++Z+-Y++X,1.250
307,10x15_nadir,98.50,650,11.50,3,24.0,36.5,+Y,47.8,56.95,30.1,10.4,-X+-Z++Z+-Y,1.283,34.90,23.4,3.4,-Z++Z+-Y++X,1.121,56.51,28.5,14.0,-X+-Z++Z+-Y,1.336,52.06,27.8,13.9,-X+-Z++Z++X,1.308,47.51,30.3,12.9,-X+-Z+-Y++X,1.230,47.11,26.4,10.3,-X++Z+-Y++X,1.249
308,10x10_nadir,97.90,550,14.00,2,16.0,34.8,+Y,47.6,58.66,33.5,22.2,-Y+-X+-Z++Z,1.373,58.96,32.8,17.1,-Y++X+-Z++Z,1.332,71.41,41.2,22.7,-Y++X+-X+-Z,1.383,49.50,27.6,14.5,+X+-X+-Z++Z,1.296,71.48,42.9,22.1,-Y++X+-X+-Z,1.357,58.90,35.4,21.7,-Y++X+-X++Z,1.346
309,10x15_nadir,97.90,600,11.50,3,22.0,36.5,+Y,47.5,57.00,30.5,11.5,-X+-Z++Z+-Y,1.290,34.68,23.4,4.3,-Z++Z+-Y++X,1.128,56.56,28.8,15.0,-X+-Z++Z+-Y,1.343,51.93,28.1,14.8,-X+-Z++Z++X,1.312,47.15,30.6,13.7,-X+-Z+-Y++X,1.232,47.24,26.6,11.4,-X++Z+-Y++X,1.259
310,10x15_nadir,98.20,600,11.50,3,22.0,36.5,+Y,47.5,56.99,30.5,11.4,-X+-Z++Z+-Y,1.289,34.66,23.4,4.2,-Z++Z+-Y++X,1.128,56.54,28.8,15.0,-X+-Z++Z+-Y,1.343,51.93,28.1,14.8,-X+-Z++Z++X,1.312,47.13,30.6,13.7,-X+-Z+-Y++X,1.232,47.23,26.6,11.4,-X++Z+-Y++X,1.259
311,10x15_nadir,98.50,600,11.50,3,22.0,36.5,+Y,47.4,56.97,30.5,11.4,-X+-Z++Z+-Y,1.289,34.64,23.4,4.2,-Z++Z+-Y++X,1.127,56.53,28.8,15.0,-X+-Z++Z+-Y,1.342,51.93,28.1,14.8,-X+-Z++Z++X,1.312,47.11,30.6,13.7,-X+-Z+-Y++X,1.232,47.21,26.6,11.3,-X++Z+-Y++X,1.258
312,10x15_nadir,98.80,650,11.50,3,24.0,36.6,+Y,47.3,56.94,30.1,10.4,-X+-Z++Z+-Y,1.282,34.89,23.4,3.3,-Z++Z+-Y++X,1.120,56.50,28.5,14.0,-X+-Z++Z+-Y,1.335,52.07,27.8,13.9,-X+-Z++Z++X,1.308,47.51,30.3,12.8,-X+-Z+-Y++X,1.230,47.10,26.4,10.3,-X++Z+-Y++X,1.249
313,10x15_nadir,98.50,550,14.00,2,16.0,34.5,-Y,47.2,69.05,41.0,21.6,+Y+-X++Z+-Z,1.355,50.03,29.9,20.6,+Y++Z+-Z++X,1.332,47.16,28.4,16.2,-X++Z+-Z++X,1.285,68.60,41.2,23.1,+Y+-X++Z+-Z,1.364,60.64,40.3,25.7,+Y+-X+-Z++X,1.338,60.83,39.5,20.9,+Y+-X++Z++X,1.303
314,10x10_nadir,97.60,550,14.00,2,16.0,35.0,+Y,47.1,58.68,33.6,22.2,-Y+-X+-Z++Z,1.372,58.93,32.8,17.1,-Y++X+-Z++Z,1.333,71.41,41.2,22.7,-Y++X+-X+-Z,1.383,49.49,27.6,14.5,+X+-X+-Z++Z,1.296,71.48,42.9,22.1,-Y++X+-X+-Z,1.357,58.90,35.4,21.7,-Y++X+-X++Z,1.346
315,10x15_nadir,98.80,550,14.00,2,16.0,34.5,-Y,47.1,69.06,41.1,21.6,+Y+-X+-Z++Z,1.354,50.03,30.1,20.6,+Y+-Z++Z++X,1.330,47.17,28.4,16.2,-X+-Z++Z++X,1.285,68.61,41.3,23.1,+Y+-X+-Z++Z,1.363,60.66,40.4,25.7,+Y+-X+-Z++X,1.337,60.81,39.5,20.9,+Y+-X++Z++X,1.302
316,10x15_nadir,97.60,600,11.50,3,22.0,36.6,+Y,47.0,57.02,30.5,11.4,-X+-Z++Z+-Y,1.290,34.69,23.4,4.2,-Z++Z+-Y++X,1.128,56.58,28.8,15.0,-X+-Z++Z+-Y,1.343,51.93,28.1,14.8,-X+-Z++Z++X,1.312,47.17,30.6,13.8,-X+-Z+-Y++X,1.233,47.26,26.6,11.3,-X++Z+-Y++X,1.259
317,10x15_nadir,98.50,600,12.50,3,22.0,36.6,-Y,47.0,56.92,30.4,11.5,-X+-Z++Z++Y,1.290,34.55,23.4,4.2,-Z++Z++Y++X,1.126,51.82,28.1,14.8,-X+-Z++Z++X,1.311,56.48,28.8,15.0,-X+-Z++Z++Y,1.342,47.06,30.6,13.7,-X+-Z++Y++X,1.232,47.16,26.7,11.5,-X++Z++Y++X,1.258
318,10x15_nadir,98.20,600,12.50,3,22.0,36.6,-Y,47.0,56.91,30.4,11.5,-X+-Z++Z++Y,1.289,34.54,23.4,4.2,-Z++Z++Y++X,1.126,51.82,28.1,14.8,-X+-Z++Z++X,1.311,56.47,28.8,15.0,-X+-Z++Z++Y,1.342,47.05,30.6,13.7,-X+-Z++Y++X,1.232,47.16,26.7,11.5,-X++Z++Y++X,1.258
319,10x15_nadir,97.90,600,12.50,3,22.0,36.6,-Y,46.9,56.90,30.4,11.5,-X+-Z++Z++Y,1.289,34.53,23.4,4.2,-Z++Z++Y++X,1.126,51.82,28.1,14.8,-X+-Z++Z++X,1.311,56.46,28.8,15.0,-X+-Z++Z++Y,1.342,47.03,30.6,13.7,-X+-Z++Y++X,1.231,47.15,26.7,11.4,-X++Z++Y++X,1.257
320,10x15_nadir,97.60,650,12.50,3,22.0,36.5,-Y,46.6,56.95,30.1,10.4,-X+-Z++Z++Y,1.283,34.88,23.4,3.4,-Z++Z++Y++X,1.121,52.08,27.8,14.0,-X+-Z++Z++X,1.308,56.51,28.6,14.0,-X+-Z++Z++Y,1.336,47.54,30.3,12.9,-X+-Z++Y++X,1.231,47.11,26.6,10.4,-X++Z++Y++X,1.248
321,10x15_nadir,98.20,550,14.00,2,16.0,34.7,-Y,46.6,69.05,41.1,21.6,+Y+-X++Z+-Z,1.354,50.02,30.1,20.7,+Y++Z+-Z++X,1.331,47.15,28.4,16.2,-X++Z+-Z++X,1.284,68.60,41.4,23.1,+Y+-X++Z+-Z,1.362,60.63,40.5,25.7,+Y+-X+-Z++X,1.336,60.84,39.5,20.9,+Y+-X++Z++X,1.302
322,10x15_nadir,97.60,600,12.50,3,22.0,36.8,-Y,46.5,56.89,30.4,11.4,-X+-Z++Z++Y,1.289,34.51,23.4,4.1,-Z++Z++Y++X,1.125,51.82,28.1,14.8,-X+-Z++Z++X,1.311,56.45,28.8,15.0,-X+-Z++Z++Y,1.342,47.02,30.6,13.7,-X+-Z++Y++X,1.231,47.14,26.7,11.4,-X++Z++Y++X,1.257
323,10x15_nadir,97.90,550,14.00,2,16.0,34.8,-Y,46.1,69.05,41.1,21.6,+Y+-X++Z+-Z,1.354,50.02,30.1,20.7,+Y++Z+-Z++X,1.331,47.15,28.4,16.2,-X++Z+-Z++X,1.284,68.61,41.4,23.1,+Y+-X++Z+-Z,1.362,60.63,40.5,25.7,+Y+-X+-Z++X,1.336,60.84,39.5,20.9,+Y+-X++Z++X,1.303
324,10x15_nadir,98.80,600,12.50,3,20.0,36.6,-Y,45.7,56.93,30.4,11.5,-X+-Z++Z++Y,1.290,34.56,23.4,4.2,-Z++Z++Y++X,1.126,51.82,28.1,14.8,-X+-Z++Z++X,1.311,56.49,28.8,15.0,-X+-Z++Z++Y,1.342,47.07,30.6,13.7,-X+-Z++Y++X,1.232,47.17,26.7,11.5,-X++Z++Y++X,1.258
325,10x15_nadir,97.60,550,14.00,2,16.0,35.0,-Y,45.6,69.05,41.2,21.6,+Y+-X++Z+-Z,1.354,50.02,30.1,20.7,+Y++Z+-Z++X,1.332,47.14,28.4,16.2,-X++Z+-Z++X,1.284,68.60,41.4,23.1,+Y+-X++Z+-Z,1.362,60.64,40.5,25.7,+Y+-X+-Z++X,1.336,60.82,39.5,21.0,+Y+-X++Z++X,1.303
326,10x15_nadir,97.90,650,12.50,3,20.0,36.5,-Y,45.4,56.96,30.1,10.5,-X+-Z++Z++Y,1.284,34.89,23.4,3.4,-Z++Z++Y++X,1.121,52.08,27.8,14.0,-X+-Z++Z++X,1.308,56.52,28.6,14.0,-X+-Z++Z++Y,1.336,47.55,30.3,13.0,-X+-Z++Y++X,1.232,47.12,26.6,10.4,-X++Z++Y++X,1.248
327,10x10_nadir,97.60,500,11.50,3,16.0,36.9,-Y,45.2,44.71,26.9,8.9,-X+-Z++Y++Z,1.210,44.23,24.4,5.7,+X+-Z++Y++Z,1.205,53.98,26.5,14.5,-X++X+-Z++Z,1.346,59.29,29.3,16.6,-X++X+-Z++Y,1.374,59.39,30.4,15.2,-X++X+-Z++Y,1.347,43.91,23.5,10.5,-X++X++Y++Z,1.263
328,10x10_nadir,98.80,500,14.00,2,16.0,35.1,+X,45.1,58.65,33.9,22.6,-Y+-X+-Z++Z,1.371,58.29,33.2,16.3,-Y++X+-Z++Z,1.315,71.09,41.4,21.7,-Y+-X++X+-Z,1.368,49.20,27.9,15.1,-X++X+-Z++Z,1.295,71.16,43.1,21.0,-Y+-X++X+-Z,1.340,58.30,35.6,20.3,-Y+-X++X++Z,1.324
329,10x10_nadir,98.50,500,14.00,2,16.0,35.1,+X,45.1,58.66,34.0,22.6,-Y+-X+-Z++Z,1.371,58.29,33.3,16.3,-Y++X+-Z++Z,1.313,71.10,41.4,21.7,-Y+-X++X+-Z,1.368,49.20,27.9,15.1,-X++X+-Z++Z,1.295,71.16,43.2,21.0,-Y+-X++X+-Z,1.340,58.30,35.6,20.3,-Y+-X++X++Z,1.324
330,10x10_nadir,97.90,500,14.00,2,16.0,35.1,+X,45.0,58.66,34.0,22.7,-Y+-X+-Z++Z,1.371,58.30,33.4,16.3,-Y++X+-Z++Z,1.311,71.10,41.4,21.7,-Y+-X++X+-Z,1.368,49.19,27.9,15.0,-X++X+-Z++Z,1.295,71.17,43.2,21.1,-Y+-X++X+-Z,1.340,58.31,35.7,20.4,-Y+-X++X++Z,1.325
331,10x10_nadir,98.20,500,14.00,2,16.0,35.1,+X,45.0,58.65,34.0,22.6,-Y+-X+-Z++Z,1.371,58.29,33.5,16.3,-Y++X+-Z++Z,1.311,71.09,41.4,21.7,-Y+-X++X+-Z,1.368,49.19,27.9,15.0,-X++X+-Z++Z,1.295,71.15,43.2,21.1,-Y+-X++X+-Z,1.340,58.29,35.7,20.4,-Y+-X++X++Z,1.324
332,10x10_nadir,97.60,500,14.00,2,16.0,35.1,+X,45.0,58.66,34.0,22.7,-Y+-X+-Z++Z,1.370,58.29,33.3,16.3,-Y++X+-Z++Z,1.313,71.10,41.4,21.7,-Y+-X++X+-Z,1.368,49.18,28.0,15.0,-X++X+-Z++Z,1.294,71.16,43.2,21.1,-Y+-X++X+-Z,1.341,58.31,35.7,20.4,-Y+-X++X++Z,1.325
333,10x15_nadir,97.60,500,14.00,2,16.0,35.1,-Y,44.0,68.87,41.5,20.7,+Y+-X+-Z++Z,1.340,49.42,30.3,19.5,+Y+-Z++Z++X,1.312,46.90,28.7,16.8,-X+-Z++Z++X,1.284,68.42,41.5,22.2,+Y+-X+-Z++Z,1.350,60.53,40.7,24.5,+Y+-X+-Z++X,1.320,60.31,40.0,20.1,+Y+-X++Z++X,1.283
334,10x15_nadir,97.90,500,14.00,2,16.0,35.1,-Y,44.0,68.88,41.5,20.7,+Y+-X+-Z++Z,1.340,49.43,30.3,19.5,+Y+-Z++Z++X,1.312,46.90,28.7,16.8,-X+-Z++Z++X,1.284,68.43,41.5,22.2,+Y+-X+-Z++Z,1.350,60.54,40.7,24.5,+Y+-X+-Z++X,1.320,60.31,40.2,20.1,+Y+-X++Z++X,1.281
335,10x15_nadir,98.50,500,14.00,2,16.0,35.1,-Y,44.0,68.88,41.5,20.7,+Y+-X+-Z++Z,1.340,49.42,30.3,19.5,+Y+-Z++Z++X,1.312,46.91,28.7,16.8,-X+-Z++Z++X,1.285,68.42,41.5,22.2,+Y+-X+-Z++Z,1.350,60.53,40.7,24.5,+Y+-X+-Z++X,1.320,60.31,40.1,20.1,+Y+-X++Z++X,1.282
336,10x15_nadir,98.20,500,14.00,2,16.0,35.1,-Y,44.0,68.87,41.5,20.7,+Y+-X+-Z++Z,1.340,49.41,30.3,19.5,+Y+-Z++Z++X,1.312,46.90,28.7,16.8,-X+-Z++Z++X,1.284,68.42,41.5,22.2,+Y+-X+-Z++Z,1.350,60.52,40.7,24.5,+Y+-X+-Z++X,1.320,60.30,40.2,20.1,+Y+-X++Z++X,1.280
337,10x15_nadir,98.80,500,14.00,2,16.0,35.1,-Y,43.9,68.87,41.5,20.7,+Y+-X+-Z++Z,1.340,49.41,30.3,19.4,+Y+-Z++Z++X,1.311,46.91,28.7,16.8,-X+-Z++Z++X,1.285,68.42,41.7,22.2,+Y+-X+-Z++Z,1.349,60.53,40.7,24.5,+Y+-X+-Z++X,1.321,60.31,39.8,20.1,+Y+-X++Z++X,1.285
338,10x15_nadir,97.60,500,11.50,3,16.0,36.9,+Y,43.8,57.02,29.2,13.0,-X+-Z++Z+-Y,1.321,33.61,23.4,5.6,-Z++Z+-Y++X,1.132,56.57,29.1,16.5,-X+-Z++Z+-Y,1.355,51.62,27.8,16.2,-X+-Z++Z++X,1.326,47.23,29.2,15.2,-X+-Z+-Y++X,1.265,46.93,27.0,12.9,-X++Z+-Y++X,1.268
339,10x10_nadir,98.80,600,11.00,2,18.0,36.3,-Y,43.3,50.03,30.8,12.2,-X+-Z++Y++Z,1.238,50.13,25.1,9.0,+X+-Z++Y++Z,1.277,53.44,28.1,13.4,-X++X+-Z++Z,1.311,64.42,32.4,19.2,-X++X+-Z++Y,1.403,64.51,33.8,18.1,-X++X+-Z++Y,1.375,50.37,27.4,13.9,-X++X++Y++Z,1.300
340,10x10_nadir,98.80,550,12.00,3,22.0,36.8,+Y,42.1,38.31,27.3,2.2,-X+-Z++Z+-Y,1.087,38.57,23.1,-1.2,+X+-Z++Z+-Y,1.108,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,53.81,28.8,9.3,+X+-X+-Z+-Y,1.263,38.10,23.6,4.4,+X+-X++Z+-Y,1.155
341,10x10_nadir,98.50,550,12.00,3,22.0,36.8,+Y,42.1,38.29,27.3,2.2,-X+-Z++Z+-Y,1.086,38.55,23.1,-1.2,+X+-Z++Z+-Y,1.108,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,53.80,28.8,9.3,+X+-X+-Z+-Y,1.263,38.09,23.6,4.4,+X+-X++Z+-Y,1.154
342,10x10_nadir,98.20,550,12.00,3,22.0,36.8,+Y,42.0,38.28,27.3,2.1,-X+-Z++Z+-Y,1.086,38.54,23.1,-1.2,+X+-Z++Z+-Y,1.108,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,53.78,28.8,9.3,+X+-X+-Z+-Y,1.262,38.07,23.6,4.4,+X+-X++Z+-Y,1.154
343,10x10_nadir,97.60,550,12.00,3,22.0,36.8,-Y,42.0,38.27,27.3,2.1,-X+-Z++Z++Y,1.085,38.53,23.1,-1.2,+X+-Z++Z++Y,1.107,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,54.72,27.3,13.3,+X+-X+-Z++Z,1.329,53.77,28.8,9.2,+X+-X+-Z++Y,1.262,38.06,23.6,4.4,+X+-X++Z++Y,1.154
344,10x10_nadir,97.90,550,12.00,3,22.0,36.8,+Y,42.0,38.26,27.3,2.1,-X+-Z++Z+-Y,1.086,38.52,23.1,-1.2,+X+-Z++Z+-Y,1.107,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,54.73,27.3,13.3,+X+-X+-Z++Z,1.329,53.77,28.8,9.2,+X+-X+-Z+-Y,1.262,38.06,23.6,4.4,+X+-X++Z+-Y,1.154
345,10x15_nadir,98.80,550,12.00,3,22.0,36.8,-Y,41.7,51.27,28.8,6.4,-X++Z+-Z++Y,1.215,27.51,23.4,-1.3,+Z+-Z++X++Y,1.015,52.32,27.8,14.8,-X++Z+-Z++X,1.318,52.32,27.8,14.8,-X++Z+-Z++X,1.318,41.12,28.9,8.9,-X+-Z++X++Y,1.157,41.31,25.5,6.5,-X++Z++X++Y,1.176
346,10x15_nadir,98.50,550,12.00,3,22.0,36.8,-Y,41.7,51.25,28.8,6.4,-X++Z+-Z++Y,1.214,27.49,23.4,-1.3,+Z+-Z++X++Y,1.015,52.32,27.8,14.8,-X++Z+-Z++X,1.318,52.32,27.8,14.8,-X++Z+-Z++X,1.318,41.11,28.9,8.9,-X+-Z++X++Y,1.156,41.29,25.5,6.4,-X++Z++X++Y,1.176
347,10x15_nadir,98.20,550,12.00,3,22.0,36.8,-Y,41.7,51.24,28.8,6.4,-X++Z+-Z++Y,1.214,27.48,23.4,-1.3,+Z+-Z++X++Y,1.015,52.32,27.8,14.8,-X++Z+-Z++X,1.318,52.32,27.8,14.8,-X++Z+-Z++X,1.318,41.09,28.9,8.8,-X+-Z++X++Y,1.156,41.28,25.5,6.4,-X++Z++X++Y,1.176
348,10x15_nadir,97.60,550,12.00,3,22.0,36.8,+Y,41.7,51.23,28.8,6.4,-X++Z+-Z+-Y,1.214,27.47,23.4,-1.3,+Z+-Z++X+-Y,1.015,52.31,27.8,14.8,-X++Z+-Z++X,1.318,52.31,27.8,14.8,-X++Z+-Z++X,1.318,41.08,28.9,8.8,-X+-Z++X+-Y,1.155,41.27,25.5,6.4,-X++Z++X+-Y,1.176
349,10x15_nadir,97.90,550,12.00,3,22.0,36.8,-Y,41.7,51.23,28.8,6.4,-X++Z+-Z++Y,1.214,27.46,23.4,-1.3,+Z+-Z++X++Y,1.014,52.31,27.8,14.8,-X++Z+-Z++X,1.318,52.31,27.8,14.8,-X++Z+-Z++X,1.318,41.08,28.9,8.8,-X+-Z++X++Y,1.156,41.27,25.5,6.4,-X++Z++X++Y,1.176
350,10x15_nadir,98.80,600,11.00,2,18.0,36.3,+Y,41.7,61.76,32.1,16.0,-X+-Y+-Z++Z,1.352,40.37,24.7,9.4,-Y+-Z++Z++X,1.209,61.32,32.2,19.3,-X+-Y+-Z++Z,1.381,50.78,28.5,15.0,-X+-Z++Z++X,1.300,52.26,32.3,18.4,-X+-Y+-Z++X,1.298,52.35,29.7,16.1,-X+-Y++Z++X,1.309
351,10x10_nadir,98.80,500,12.00,3,16.0,37.0,+Y,39.1,38.58,25.5,2.5,-X+-Z++Z+-Y,1.115,38.05,23.2,-0.7,-Z++X++Z+-Y,1.107,54.49,25.5,13.5,-X+-Z++X++Z,1.352,54.50,25.5,13.4,-X+-Z++X++Z,1.352,53.72,27.0,9.7,-X+-Z++X+-Y,1.289,37.75,23.4,4.5,-X++X++Z+-Y,1.154
352,10x10_nadir,98.50,500,12.00,3,16.0,37.0,+Y,39.0,38.56,25.5,2.5,-X+-Z++Z+-Y,1.115,38.04,23.2,-0.8,-Z++X++Z+-Y,1.107,54.50,25.5,13.4,-X+-Z++X++Z,1.352,54.50,25.5,13.4,-X+-Z++X++Z,1.352,53.71,27.0,9.6,-X+-Z++X+-Y,1.289,37.74,23.4,4.4,-X++X++Z+-Y,1.153
353,10x10_nadir,98.20,500,12.00,3,16.0,37.0,+Y,39.0,38.55,25.5,2.5,-X+-Z++Z+-Y,1.115,38.03,23.2,-0.8,-Z++X++Z+-Y,1.106,54.50,25.5,13.4,-X+-Z++X++Z,1.352,54.50,25.5,13.4,-X+-Z++X++Z,1.352,53.70,27.0,9.6,-X+-Z++X+-Y,1.288,37.72,23.4,4.4,-X++X++Z+-Y,1.153
354,10x10_nadir,97.90,500,12.00,3,16.0,37.0,+Y,39.0,38.53,25.5,2.5,-X+-Z++Z+-Y,1.114,38.01,23.2,-0.8,-Z++X++Z+-Y,1.106,54.50,25.5,13.4,-X+-Z++X++Z,1.352,54.50,25.5,13.4,-X+-Z++X++Z,1.352,53.68,27.0,9.6,-X+-Z++X+-Y,1.288,37.71,23.4,4.4,-X++X++Z+-Y,1.152
355,10x10_nadir,97.60,500,12.00,3,16.0,37.0,+Y,39.0,38.52,25.5,2.4,-X+-Z++Z++Y,1.114,38.00,23.2,-0.9,-Z++X++Z++Y,1.105,54.50,25.5,13.4,-X+-Z++X++Z,1.352,54.50,25.5,13.4,-X+-Z++X++Z,1.352,53.67,27.0,9.6,-X+-Z++X++Y,1.288,37.70,23.4,4.4,-X++X++Z++Y,1.152
356,10x10_nadir,97.60,550,11.00,2,16.0,36.6,-Y,38.8,49.94,27.8,13.2,-X+-Z++Y++Z,1.285,50.08,25.3,9.9,+X+-Z++Y++Z,1.283,53.05,26.2,14.3,-X++X+-Z++Z,1.341,64.18,33.4,17.9,-X++X+-Z++Y,1.375,64.27,34.7,17.3,-X++X+-Z++Y,1.353,49.67,25.5,15.0,-X++X++Y++Z,1.328
357,10x10_nadir,98.80,550,11.00,2,16.0,36.6,-Y,38.8,49.79,27.8,13.1,-X+-Z++Y++Z,1.281,49.93,25.3,9.8,+X+-Z++Y++Z,1.281,52.98,26.2,14.3,-X++X+-Z++Z,1.340,64.03,33.3,18.0,-X++X+-Z++Y,1.375,64.12,34.6,17.3,-X++X+-Z++Y,1.353,49.49,25.5,14.9,-X++X++Y++Z,1.327
358,10x10_nadir,97.90,550,11.00,2,16.0,36.6,-Y,38.8,49.89,27.8,13.2,-X+-Z++Y++Z,1.284,50.04,25.3,9.9,+X+-Z++Y++Z,1.282,53.02,26.2,14.3,-X++X+-Z++Z,1.340,64.13,33.4,17.9,-X++X+-Z++Y,1.375,64.23,34.6,17.3,-X++X+-Z++Y,1.353,49.62,25.5,14.9,-X++X++Y++Z,1.327
359,10x10_nadir,98.20,550,11.00,2,16.0,36.6,-Y,38.8,49.85,27.8,13.2,-X+-Z++Y++Z,1.283,49.99,25.3,9.8,+X+-Z++Y++Z,1.282,53.00,26.2,14.3,-X++X+-Z++Z,1.340,64.09,33.4,17.9,-X++X+-Z++Y,1.375,64.18,34.6,17.3,-X++X+-Z++Y,1.353,49.56,25.5,14.9,-X++X++Y++Z,1.327
360,10x10_nadir,98.50,550,11.00,2,16.0,36.8,-Y,38.3,49.81,27.8,13.1,-X+-Z++Y++Z,1.282,49.95,25.3,9.8,+X+-Z++Y++Z,1.281,52.98,26.2,14.3,-X++X+-Z++Z,1.339,64.05,33.4,18.0,-X++X+-Z++Y,1.375,64.14,34.6,17.3,-X++X+-Z++Y,1.353,49.51,25.5,14.8,-X++X++Y++Z,1.326
361,10x15_nadir,98.80,500,12.00,3,16.0,37.0,-Y,38.1,51.29,27.9,7.0,-X+-Z++Z++Y,1.232,27.14,23.4,-1.2,-Z++Z++X++Y,1.013,52.12,26.9,15.0,-X+-Z++Z++X,1.331,52.12,26.9,15.0,-X+-Z++Z++X,1.332,41.27,27.9,9.3,-X+-Z++X++Y,1.174,40.94,25.7,6.9,-X++Z++X++Y,1.176
362,10x15_nadir,98.50,500,12.00,3,16.0,37.0,-Y,38.1,51.28,27.9,7.0,-X+-Z++Z++Y,1.232,27.13,23.4,-1.3,-Z++Z++X++Y,1.012,52.13,26.9,15.0,-X+-Z++Z++X,1.331,52.13,26.9,15.0,-X+-Z++Z++X,1.332,41.25,27.9,9.2,-X+-Z++X++Y,1.174,40.92,25.7,6.9,-X++Z++X++Y,1.176
363,10x15_nadir,98.20,500,12.00,3,16.0,37.0,-Y,38.1,51.26,27.9,6.9,-X+-Z++Z++Y,1.231,27.11,23.4,-1.3,-Z++Z++X++Y,1.012,52.13,26.9,15.0,-X+-Z++Z++X,1.331,52.13,26.9,15.0,-X+-Z++Z++X,1.332,41.24,27.9,9.2,-X+-Z++X++Y,1.174,40.91,25.7,6.9,-X++Z++X++Y,1.175
364,10x15_nadir,97.90,500,12.00,3,16.0,37.0,-Y,38.1,51.25,27.9,6.9,-X+-Z++Z++Y,1.231,27.10,23.4,-1.3,-Z++Z++X++Y,1.012,52.13,26.9,15.0,-X+-Z++Z++X,1.331,52.13,26.9,15.0,-X+-Z++Z++X,1.331,41.22,27.9,9.2,-X+-Z++X++Y,1.173,40.90,25.7,6.9,-X++Z++X++Y,1.175
365,10x15_nadir,97.60,500,12.00,3,16.0,37.0,-Y,38.1,51.24,27.9,6.9,-X+-Z++Z+-Y,1.230,27.09,23.4,-1.3,-Z++Z++X+-Y,1.011,52.13,26.9,15.0,-X+-Z++Z++X,1.331,52.13,26.9,15.0,-X+-Z++Z++X,1.331,41.21,27.9,9.2,-X+-Z++X+-Y,1.173,40.89,25.7,6.8,-X++Z++X+-Y,1.174
366,10x10_nadir,98.50,550,12.50,2,16.0,36.6,+Y,38.0,44.59,29.2,8.3,-X+-Z+-Y++Z,1.176,44.83,24.3,4.9,+X+-Z+-Y++Z,1.204,59.49,28.7,16.1,+X+-X+-Z+-Y,1.377,54.28,27.8,14.2,+X+-X+-Z++Z,1.328,59.60,30.8,14.7,+X+-X+-Z+-Y,1.339,44.39,25.4,10.3,+X+-X+-Y++Z,1.240
367,10x10_nadir,98.20,550,12.50,2,16.0,36.6,+Y,38.0,44.57,29.2,8.3,-X+-Z+-Y++Z,1.175,44.81,24.3,4.9,+X+-Z+-Y++Z,1.204,59.47,28.7,16.1,+X+-X+-Z+-Y,1.377,54.27,27.8,14.2,+X+-X+-Z++Z,1.328,59.58,30.8,14.7,+X+-X+-Z+-Y,1.339,44.36,25.4,10.3,+X+-X+-Y++Z,1.240
368,10x10_nadir,98.80,550,12.50,2,16.0,36.6,+Y,38.0,44.61,29.2,8.3,-X+-Z+-Y++Z,1.176,44.84,24.3,4.9,+X+-Z+-Y++Z,1.204,59.51,28.8,16.1,+X+-X+-Z+-Y,1.377,54.29,27.8,14.2,+X+-X+-Z++Z,1.329,59.62,30.8,14.7,+X+-X+-Z+-Y,1.339,44.41,25.4,10.3,+X+-X+-Y++Z,1.241
369,10x10_nadir,97.90,550,12.50,2,16.0,36.6,+Y,38.0,44.54,29.2,8.3,-X+-Z+-Y++Z,1.175,44.79,24.3,4.9,+X+-Z+-Y++Z,1.203,59.44,28.7,16.1,+X+-X+-Z+-Y,1.377,54.25,27.8,14.2,+X+-X+-Z++Z,1.328,59.55,30.8,14.6,+X+-X+-Z+-Y,1.338,44.33,25.4,10.2,+X+-X+-Y++Z,1.239
