Rank,Attitude,Inc_deg,Alt_km,LTAN_h,Passes_BA,Visible_min,Eclipse_%,BestRad,Score,Rad+X_Wh,Rad+X_Tcm5,Rad+X_Tbat,Rad+X_Panels,Rad+X_ThermalKey,Rad-X_Wh,Rad-X_Tcm5,Rad-X_Tbat,Rad-X_Panels,Rad-X_ThermalKey,Rad+Y_Wh,Rad+Y_Tcm5,Rad+Y_Tbat,Rad+Y_Panels,Rad+Y_ThermalKey,Rad-Y_Wh,Rad-Y_Tcm5,Rad-Y_Tbat,Rad-Y_Panels,Rad-Y_ThermalKey,Rad+Z_Wh,Rad+Z_Tcm5,Rad+Z_Tbat,Rad+Z_Panels,Rad+Z_ThermalKey,Rad-Z_Wh,Rad-Z_Tcm5,Rad-Z_Tbat,Rad-Z_Panels,Rad-Z_ThermalKey
247,10x15_nadir,98.50,500,14.00,1086,6386.0,18.6,+X,46.3,27511.29,59.0,20.7,+Y+-X+-Z++Z,220.660,23928.89,64.8,19.5,+Y+-Z++Z++X,191.916,13008.27,29.8,14.1,-X+-Z++Z++X,104.934,27316.81,59.2,22.2,+Y+-X+-Z++Z,219.117,25991.93,68.0,24.5,+Y+-X+-Z++X,208.431,26004.44,67.2,20.1,+Y+-X++Z++X,208.496
248,10x15_nadir,98.50,600,10.00,1199,8054.0,36.0,+X,46.2,21559.17,40.6,5.3,-X+-Z++Z+-Y,173.119,13636.61,29.7,-2.7,-Z++Z+-Y++X,109.794,21381.49,40.8,9.2,-X+-Z++Z+-Y,171.735,18626.85,28.2,13.6,-X+-Z++Z++X,149.898,18077.60,40.0,7.6,-X+-Z+-Y++X,145.296,18119.23,38.9,5.2,-X++Z+-Y++X,145.620
249,10x15_nadir,97.90,600,12.00,1195,8064.0,36.5,+X,46.2,19984.07,29.5,5.3,-X+-Z++Z++Y,160.657,11632.10,23.4,-2.8,-Z++Z++Y++X,93.837,19084.26,27.5,13.5,-X+-Z++Z++X,153.565,19805.73,30.3,9.2,-X+-Z++Z++Y,159.259,16343.26,28.6,7.6,-X+-Z++Y++X,131.564,16383.86,27.5,5.2,-X++Z++Y++X,131.878
250,10x10_nadir,98.20,550,12.50,1137,7174.0,35.7,+Z,46.1,19691.94,36.9,8.1,-Y+-X+-Z++Z,158.256,19744.02,35.3,4.8,-Y++X+-Z++Z,158.659,24539.58,43.5,16.1,-Y+-X++X+-Z,197.034,18611.41,27.8,13.1,-X++X+-Z++Z,149.774,24573.63,45.3,14.7,-Y+-X++X+-Z,197.269,19748.69,38.9,10.1,-Y+-X++X++Z,158.705
251,10x15_nadir,97.60,600,12.00,1195,8062.0,36.5,+X,46.1,19575.46,28.5,5.3,-X+-Z++Z+-Y,157.401,11162.32,23.4,-2.7,-Z++Z+-Y++X,90.079,19399.22,28.4,9.2,-X+-Z++Z+-Y,156.031,19128.59,27.5,13.5,-X+-Z++Z++X,153.920,15912.78,28.6,7.6,-X+-Z+-Y++X,128.121,15953.01,25.5,5.2,-X++Z+-Y++X,128.457
252,10x15_nadir,97.90,600,11.50,1197,8068.0,36.5,+X,45.7,19825.98,30.5,5.4,-X+-Z++Z+-Y,159.381,11453.65,23.4,-2.7,-Z++Z+-Y++X,92.410,19652.46,28.8,9.3,-X+-Z++Z+-Y,158.053,19094.25,28.1,13.6,-X+-Z++Z++X,153.638,16178.21,30.6,7.6,-X+-Z+-Y++X,130.220,16219.12,26.6,5.2,-X++Z+-Y++X,130.572
253,10x15_nadir,98.80,600,9.50,1200,8074.0,35.7,+X,45.7,21798.92,43.2,5.4,-X+-Y+-Z++Z,175.005,14052.23,33.9,-2.7,-Y+-Z++Z++X,113.067,21632.04,43.2,9.3,-X+-Y+-Z++Z,173.709,18392.23,27.7,13.6,-X+-Z++Z++X,148.027,18385.47,43.3,7.6,-X+-Y+-Z++X,147.719,18427.65,41.5,5.2,-X+-Y++Z++X,148.054
254,10x15_nadir,98.80,600,10.00,1200,8094.0,36.0,+X,45.6,20861.23,40.6,5.4,-X++Z+-Z+-Y,167.536,13692.59,26.9,-7.6,+Z+-Z+-Y++Y,110.228,20718.29,40.7,9.3,-X++Z+-Z+-Y,166.431,19351.84,33.5,9.2,-X++Z+-Z++Y,155.589,18170.85,36.2,3.1,-X+-Z+-Y++Y,146.045,18214.26,35.1,0.6,-X++Z+-Y++Y,146.381
255,10x15_nadir,98.80,550,12.50,1147,7224.0,31.6,+X,45.5,25186.04,52.3,12.2,+Y+-X+-Z++Z,202.057,19271.67,50.8,5.1,+Y+-Z++Z++X,154.689,15951.22,28.4,13.9,-X+-Z++Z++X,128.494,25003.71,51.9,15.9,+Y+-X+-Z++Z,200.640,22515.64,56.1,14.6,+Y+-X+-Z++X,180.670,22548.99,54.2,12.3,+Y+-X++Z++X,180.937
256,10x15_nadir,98.20,500,14.00,1084,6378.0,27.9,+X,45.3,26502.84,55.9,20.7,+Y+-X+-Z++Z,212.632,21801.12,56.6,19.5,+Y+-Z++Z++X,174.997,14194.93,28.7,14.1,-X+-Z++Z++X,114.441,26317.72,55.5,22.2,+Y+-X+-Z++Z,211.170,24347.76,61.2,24.5,+Y+-X+-Z++X,195.362,24373.62,59.4,20.1,+Y+-X++Z++X,195.547
257,10x15_nadir,97.90,550,12.50,1146,7218.0,36.5,+X,45.2,22545.36,38.5,12.2,-X++Y++Z+-Z,181.104,14732.59,26.4,5.0,+Y++Z+-Z++X,118.681,18321.39,28.4,15.6,-X++Z+-Z++X,147.472,22366.14,38.7,15.9,-X++Y++Z+-Z,179.704,19110.60,37.5,14.6,-X++Y+-Z++X,153.662,19153.89,36.2,12.2,-X++Y++Z++X,154.001
258,10x15_nadir,98.80,500,13.50,1085,6382.0,18.4,+X,45.2,27191.29,59.0,19.9,+Y+-X+-Z++Z,218.091,23538.80,64.7,16.2,+Y+-Z++Z++X,188.763,12627.27,29.8,13.9,-X+-Z++Z++X,101.885,27001.73,59.2,21.4,+Y+-X+-Z++Z,216.588,25638.06,67.9,23.8,+Y+-X+-Z++X,205.593,25651.90,67.1,19.0,+Y+-X++Z++X,205.666
259,10x10_nadir,97.60,550,12.50,1138,7184.0,36.9,+Z,45.1,16637.66,29.2,5.8,-X+-Z+-Y++Z,133.895,16688.83,24.3,2.5,+X+-Z+-Y++Z,134.333,21971.77,34.2,14.1,-X++X+-Z+-Y,176.588,19656.84,27.8,13.9,-X++X+-Z++Z,158.145,22016.21,35.6,12.6,-X++X+-Z+-Y,176.911,16600.32,26.7,7.9,-X++X+-Y++Z,133.648
260,10x15_nadir,98.50,500,13.50,1086,6394.0,25.5,+X,45.1,26573.59,59.0,19.9,+Y+-X+-Z++Z,213.149,22026.16,64.7,16.1,+Y+-Z++Z++X,176.661,14130.34,29.8,14.2,-X+-Z++Z++X,113.912,26385.11,59.1,21.4,+Y+-X+-Z++Z,211.655,24544.91,67.9,23.8,+Y+-X+-Z++X,196.848,24567.36,67.2,19.0,+Y+-X++Z++X,196.989
261,10x15_nadir,98.50,550,12.50,1146,7220.0,34.3,+X,45.0,24492.33,47.5,12.2,+Y+-X+-Z++Z,196.567,17807.56,41.1,5.1,+Y+-Z++Z++X,143.097,16895.78,28.4,14.0,-X+-Z++Z++X,136.051,24312.90,47.2,15.9,+Y+-X+-Z++Z,195.172,21491.47,48.7,14.6,+Y+-X+-Z++X,172.570,21530.64,46.8,12.3,+Y+-X++Z++X,172.882
262,10x15_nadir,97.60,550,11.00,1140,7184.0,36.7,+X,44.9,21910.48,34.2,11.2,-X+-Z++Z+-Y,176.068,13883.83,23.4,3.9,-Z++Z+-Y++X,111.918,21731.00,34.7,14.9,-X+-Z++Z+-Y,174.663,18566.66,28.1,15.6,-X+-Z++Z++X,149.438,18396.74,33.0,13.6,-X+-Z+-Y++X,147.998,18439.82,32.0,11.3,-X++Z+-Y++X,148.332
263,10x15_nadir,98.80,500,13.00,1089,6394.0,23.8,+X,44.5,26420.02,59.0,17.5,+Y+-X+-Z++Z,211.898,21948.66,64.8,11.1,+Y+-Z++Z++X,175.991,13883.44,29.8,14.1,-X+-Z++Z++X,111.935,26231.84,59.1,20.2,+Y+-X+-Z++Z,210.418,24453.85,67.9,20.1,+Y+-X+-Z++X,196.083,24474.73,67.2,17.6,+Y+-X++Z++X,196.234
264,10x15_nadir,98.20,550,9.50,1145,7210.0,35.9,+X,44.5,23308.43,44.0,13.0,-X+-Y++Z+-Z,187.148,15857.38,34.4,6.1,-Y++Z+-Z++X,127.589,23129.47,43.9,16.7,-X+-Y++Z+-Z,185.754,17873.68,28.1,14.9,-X++Z+-Z++X,143.888,20009.86,43.8,15.5,-X+-Y+-Z++X,160.786,20052.31,42.3,13.2,-X+-Y++Z++X,161.121
265,10x10_nadir,97.90,550,10.50,1138,7184.0,36.6,+Z,44.3,17599.35,29.6,5.5,-X+-Z++Y++Z,141.580,17651.57,28.6,2.2,+X+-Z++Y++Z,141.978,19414.98,26.9,13.8,-X++X+-Z++Z,156.222,22807.67,38.0,13.9,-X++X+-Z++Y,183.226,22848.80,39.6,12.4,-X++X+-Z++Y,183.520,17581.64,31.3,7.7,-X++X++Y++Z,141.438
266,10x10_nadir,97.60,500,14.00,1081,6358.0,34.6,+Z,44.1,21836.66,40.1,20.7,-Y+-X+-Z++Z,175.499,21886.29,38.9,16.3,-Y++X+-Z++Z,175.868,26147.84,46.0,21.7,-Y+-X++X+-Z,209.925,17154.33,28.0,13.2,-X++X+-Z++Z,138.118,26172.88,47.9,21.1,-Y+-X++X+-Z,210.095,21945.46,42.3,20.4,-Y+-X++X++Z,176.340
267,10x10_nadir,98.20,500,13.50,1082,6360.0,31.8,+Z,44.1,22730.57,47.5,18.3,-Y+-X+-Z++Z,182.534,22771.86,45.7,15.1,-Y++X+-Z++Z,182.855,26608.01,50.2,21.0,-Y+-X++X+-Z,213.546,16030.58,28.3,11.7,-X++X+-Z++Z,129.108,26632.60,52.2,20.3,-Y+-X++X+-Z,213.711,22951.49,50.4,19.6,-Y+-X++X++Z,184.278
268,10x15_nadir,98.20,550,12.50,1137,7174.0,35.7,+X,43.8,23659.95,43.6,12.2,-X++Y+-Z++Z,189.956,16351.54,33.9,5.0,+Y+-Z++Z++X,131.539,17702.38,28.4,14.9,-X+-Z++Z++X,142.513,23481.07,43.6,15.9,-X++Y+-Z++Z,188.563,20414.76,43.5,14.6,-X++Y+-Z++X,164.021,20456.98,41.9,12.3,-X++Y++Z++X,164.355
269,10x10_nadir,97.60,550,11.50,1142,7204.0,37.0,+Z,43.7,15610.70,26.6,2.0,-X+-Z++Y++Z,125.673,15660.01,24.2,-1.3,+X+-Z++Y++Z,126.064,19791.85,26.3,13.2,-X++X+-Z++Z,159.239,21042.42,30.2,10.8,-X++X+-Z++Y,169.171,21089.42,31.4,9.2,-X++X+-Z++Y,169.515,15568.02,23.5,4.3,-X++X++Y++Z,125.394
270,10x15_nadir,97.60,500,14.00,1081,6358.0,34.6,+X,43.4,25303.98,46.4,20.7,+Y+-X+-Z++Z,203.160,18899.88,38.0,19.1,+Y+-Z++Z++X,152.016,16284.90,28.7,15.2,-X+-Z++Z++X,131.172,25126.33,46.3,22.2,+Y+-X+-Z++Z,201.754,22407.01,46.6,24.5,+Y+-X+-Z++X,180.018,22446.60,45.3,20.1,+Y+-X++Z++X,180.307
271,10x10_nadir,97.90,550,11.50,1146,7204.0,37.0,+Z,43.1,15349.86,26.5,-0.6,-X+-Z+-Y++Y,123.562,15399.86,24.0,-4.0,+X+-Z+-Y++Y,123.958,20510.89,30.5,10.8,-X++X+-Z+-Y,164.915,20081.79,28.6,10.8,-X++X+-Z++Y,161.504,20542.12,31.7,9.2,-X++X+-Z+-Y,165.133,15306.93,23.5,1.7,-X++X+-Y++Y,123.279
272,10x15_nadir,98.20,500,13.50,1082,6360.0,31.8,+X,43.1,25748.07,51.0,19.9,+Y+-X+-Z++Z,206.646,20173.03,47.9,16.3,+Y+-Z++Z++X,162.048,15196.14,29.0,14.0,-X+-Z++Z++X,122.447,25567.49,50.6,21.4,+Y+-X+-Z++Z,205.221,23198.76,53.7,23.8,+Y+-X+-Z++X,186.256,23231.80,52.1,19.0,+Y+-X++Z++X,186.493
273,10x10_nadir,97.60,500,9.50,1078,6342.0,35.6,+Z,43.1,20954.68,38.0,17.1,+Y+-X+-Z++Z,168.433,21006.82,36.6,14.1,+Y++X+-Z++Z,168.837,17796.45,27.0,13.7,-X++X+-Z++Z,143.271,25512.88,44.6,21.7,+Y+-X++X+-Z,204.863,25540.63,46.3,21.1,+Y+-X++X+-Z,205.057,20998.01,40.1,18.7,+Y+-X++X++Z,168.770
274,10x15_nadir,97.60,550,12.50,1138,7184.0,36.9,+X,42.9,21090.35,33.4,10.0,-X+-Z++Z++Y,169.505,12887.21,23.4,2.6,-Z++Z++Y++X,103.931,18735.62,28.4,15.4,-X+-Z++Z++X,150.783,20910.93,33.9,13.8,-X+-Z++Z++Y,168.101,17512.53,32.1,12.4,-X+-Z++Y++X,140.923,17554.77,31.1,10.1,-X++Z++Y++X,141.249
275,10x10_nadir,97.90,500,14.00,1054,6328.0,32.5,+Z,42.9,22814.10,44.1,22.7,-Y+-X+-Z++Z,183.288,22857.50,42.7,16.3,-Y++X+-Z++Z,183.589,26733.33,48.4,21.7,-Y+-X++X+-Z,214.579,16120.19,27.9,11.6,-X++X+-Z++Z,129.828,26756.69,50.4,21.1,-Y+-X++X+-Z,214.735,23027.51,46.8,20.4,-Y+-X++X++Z,184.940
276,10x10_nadir,98.50,500,13.00,1089,6378.0,30.5,+Z,42.7,22688.86,53.3,13.8,-Y+-X+-Z++Z,182.082,22726.63,51.2,10.7,-Y++X+-Z++Z,182.380,26491.63,53.9,19.9,-Y+-X++X+-Z,212.558,15911.62,28.4,11.8,-X++X+-Z++Z,128.156,26517.93,56.0,19.2,-Y+-X++X+-Z,212.735,22918.47,56.3,15.5,-Y+-X++X++Z,183.899
277,10x10_nadir,98.50,550,10.50,1146,7218.0,36.7,+Y,42.7,17160.73,28.5,-0.6,-X+-Z+-Y++Y,138.023,17213.57,26.5,-4.0,+X+-Z+-Y++Y,138.437,21011.01,36.7,10.8,+X+-X+-Z+-Y,168.837,20835.07,37.9,10.8,+X+-X+-Z++Y,167.415,21011.61,38.3,9.2,+X+-X+-Z+-Y,168.807,17140.26,29.1,1.7,+X+-X+-Y++Y,137.875
278,10x15_nadir,97.60,500,9.50,1078,6342.0,35.6,+X,42.2,24675.63,44.6,20.5,-Y+-X+-Z++Z,198.152,17794.42,35.3,14.8,-Y+-Z++Z++X,143.162,24497.99,44.7,22.0,-Y+-X+-Z++Z,196.744,16918.19,28.3,15.6,-X+-Z++Z++X,136.247,21596.72,44.6,23.3,-Y+-X+-Z++X,173.548,21638.49,43.2,20.1,-Y+-X++Z++X,173.869
279,10x10_nadir,97.90,550,11.00,1145,7212.0,36.9,+Z,42.2,15768.55,27.8,2.0,-X+-Z++Y++Z,126.921,15818.42,25.3,-1.3,+X+-Z++Y++Z,127.318,19720.89,26.9,13.2,+X+-X+-Z++Z,158.663,21173.31,33.9,10.8,+X+-X+-Z++Y,170.170,21216.88,35.3,9.2,+X+-X+-Z++Y,170.486,15732.69,26.4,4.2,+X+-X++Y++Z,126.673
280,10x10_nadir,98.20,550,12.00,1146,7208.0,36.3,+Z,42.2,18064.82,32.6,2.1,-X+-Z+-Y++Z,145.232,18116.49,31.9,-1.3,+X+-Z+-Y++Z,145.621,23171.25,40.4,10.9,-X++X+-Z+-Y,186.074,19164.42,27.3,13.2,-X++X+-Z++Z,154.206,23210.60,42.0,9.3,-X++X+-Z+-Y,186.352,18072.91,34.3,4.3,-X++X+-Y++Z,145.298
281,10x10_nadir,97.60,500,13.50,1076,6326.0,35.9,+Z,42.1,20631.87,36.9,16.9,-Y+-X+-Z++Z,165.863,20684.57,36.0,14.0,-Y++X+-Z++Z,166.266,25267.69,43.8,21.0,-Y+-X++X+-Z,202.903,17992.80,28.3,13.8,-X++X+-Z++Z,144.826,25296.54,45.6,20.3,-Y+-X++X+-Z,203.105,20655.30,38.8,18.6,-Y+-X++X++Z,166.044
282,10x15_nadir,97.90,500,14.00,1054,6328.0,32.5,+X,42.1,25875.95,49.0,20.7,+Y+-X+-Z++Z,207.703,20227.29,43.5,19.5,+Y+-Z++Z++X,162.570,15274.64,28.7,13.9,-X+-Z++Z++X,123.077,25696.66,48.7,22.2,+Y+-X+-Z++Z,206.286,23283.25,50.5,24.5,+Y+-X+-Z++X,186.980,23317.81,49.0,20.1,+Y+-X++Z++X,187.230
283,10x10_nadir,98.80,550,12.00,1143,7216.0,33.7,+Z,42.0,20569.90,45.4,2.2,-Y+-X+-Z++Z,165.113,20615.76,43.4,-1.2,-Y++X+-Z++Z,165.471,25050.29,48.8,10.9,-Y+-X++X+-Z,201.001,17640.19,27.3,11.6,-X++X+-Z++Z,141.996,25082.64,50.8,9.3,-Y+-X++X+-Z,201.219,20726.93,48.2,4.4,-Y+-X++X++Z,166.358
284,10x15_nadir,97.90,550,10.50,1138,7184.0,36.6,+X,42.0,21928.70,37.6,9.7,-X+-Z++Z+-Y,176.157,13950.89,25.3,2.3,-Z++Z+-Y++X,112.414,21749.44,37.9,13.6,-X+-Z++Z+-Y,174.758,18496.38,28.1,15.3,-X+-Z++Z++X,148.873,18433.43,36.5,12.1,-X+-Z+-Y++X,148.232,18476.26,35.3,9.7,-X++Z+-Y++X,148.566
285,10x10_nadir,98.20,500,13.00,1086,6362.0,34.0,+Z,41.9,21563.85,44.0,13.8,-Y+-X+-Z++Z,173.198,21610.63,42.5,10.7,-Y++X+-Z++Z,173.561,25828.93,48.4,19.9,-Y+-X++X+-Z,207.326,16994.93,28.4,12.0,-X++X+-Z++Z,136.824,25855.86,50.3,19.2,-Y+-X++X+-Z,207.510,21689.59,46.6,15.5,-Y+-X++X++Z,174.189
286,10x10_nadir,98.80,550,10.00,1148,7234.0,36.4,+Y,41.9,17950.24,31.4,-0.6,-X+-Z+-Y++Y,144.303,18003.47,30.7,-4.0,+X+-Z+-Y++Y,144.704,21155.12,39.6,10.8,+X+-X+-Z+-Y,169.954,21099.73,41.1,10.8,+X+-X+-Z++Y,169.493,21141.87,41.3,9.2,+X+-X+-Z+-Y,169.811,17952.30,33.1,1.7,+X+-X+-Y++Y,144.322
287,10x10_nadir,98.20,550,11.00,1141,7180.0,36.9,+Z,41.8,16294.16,27.6,-0.7,-X+-Z+-Y++Y,131.101,16346.04,25.1,-4.0,+X+-Z+-Y++Y,131.514,20796.25,32.9,10.8,+X+-X+-Z+-Y,167.167,20496.02,33.9,10.8,+X+-X+-Z++Y,164.753,20811.74,34.2,9.2,+X+-X+-Z+-Y,167.259,16258.52,24.2,1.7,+X+-X+-Y++Y,130.882
288,10x10_nadir,97.90,550,12.00,1137,7188.0,36.8,+Z,41.7,16455.84,27.3,2.0,-X+-Z+-Y++Z,132.426,16506.39,25.3,-1.3,+X+-Z+-Y++Z,132.822,21791.11,35.2,10.8,+X+-X+-Z+-Y,175.097,19627.77,27.3,13.2,+X+-X+-Z++Z,157.913,21835.90,36.6,9.2,+X+-X+-Z+-Y,175.421,16424.58,27.9,4.3,+X+-X+-Y++Z,132.191
289,10x10_nadir,98.20,550,11.50,1145,7200.0,36.7,+Z,41.5,16552.47,28.7,2.0,-X+-Z+-Y++Z,133.181,16604.02,27.7,-1.4,+X+-Z+-Y++Z,133.573,21855.94,37.2,10.8,-X++X+-Z+-Y,175.590,19506.64,26.9,13.2,-X++X+-Z++Z,156.949,21890.72,38.7,9.2,-X++X+-Z+-Y,175.833,16533.86,30.4,4.3,-X++X+-Y++Z,133.034
290,10x10_nadir,98.20,550,10.00,1143,7190.0,36.5,+Z,41.4,17566.11,34.1,3.3,-X+-Z++Y++Z,141.236,17617.48,32.8,-0.0,+X+-Z++Y++Z,141.629,19289.30,26.9,13.5,+X+-X+-Z++Z,155.213,22737.86,41.4,11.9,+X+-X+-Z++Y,182.604,22778.85,43.0,10.4,+X+-X+-Z++Y,182.896,17564.35,35.9,5.5,+X+-X++Y++Z,141.221
291,10x15_nadir,97.60,550,11.50,1142,7204.0,37.0,+X,41.4,20154.40,29.0,6.4,-X+-Z++Z+-Y,162.036,11790.60,23.4,-1.4,-Z++Z+-Y++X,95.118,19975.97,29.8,10.4,-X+-Z++Z+-Y,160.639,18868.79,27.4,14.7,-X+-Z++Z++X,151.855,16518.89,29.0,8.7,-X+-Z+-Y++X,132.975,16559.87,27.0,6.3,-X++Z+-Y++X,133.305
292,10x10_nadir,98.50,550,12.00,1143,7214.0,35.4,+Z,41.3,19406.67,39.9,2.1,-Y+-X+-Z++Z,155.876,19456.97,38.1,-1.2,-Y++X+-Z++Z,156.267,24232.20,45.6,10.9,-Y+-X++X+-Z,194.496,18495.99,27.3,12.6,-X++X+-Z++Z,148.853,24267.26,47.5,9.3,-Y+-X++X+-Z,194.737,19479.36,42.1,4.4,-Y+-X++X++Z,156.452
293,10x15_nadir,97.60,500,13.50,1076,6326.0,35.9,+X,41.3,24432.15,44.0,19.9,+Y+-X+-Z++Z,196.206,17401.74,33.9,14.6,+Y+-Z++Z++X,140.036,17112.27,29.0,15.7,-X+-Z++Z++X,137.792,24254.41,44.1,21.4,+Y+-X+-Z++Z,194.798,21297.20,43.6,23.2,+Y+-X+-Z++X,171.164,21339.50,42.6,19.0,+Y+-X++Z++X,171.473
294,10x10_nadir,97.90,500,13.00,1083,6356.0,35.7,+Z,41.2,20492.22,38.5,13.8,-Y+-X+-Z++Z,164.694,20543.84,37.2,10.7,-Y++X+-Z++Z,165.093,25115.64,45.0,19.9,-Y+-X++X+-Z,201.662,17932.53,28.4,13.6,-X++X+-Z++Z,144.341,25145.15,46.8,19.2,-Y+-X++X+-Z,201.868,20523.05,40.7,15.5,-Y+-X++X++Z,164.931
295,10x10_nadir,98.80,550,11.50,1152,7222.0,35.0,+Z,41.2,19200.06,42.3,2.0,-Y+-X+-Z++Z,154.192,19248.61,40.4,-1.3,-Y++X+-Z++Z,154.570,23980.90,47.1,10.8,-Y+-X++X+-Z,192.467,18314.28,26.9,11.9,-X++X+-Z++Z,147.397,24012.98,49.0,9.2,-Y+-X++X+-Z,192.683,19294.75,44.8,4.3,-Y+-X++X++Z,154.941
296,10x10_nadir,97.90,500,13.50,1058,6328.0,34.4,+Z,41.1,21725.19,41.4,18.3,-Y+-X+-Z++Z,174.567,21773.82,39.9,15.1,-Y++X+-Z++Z,174.943,26021.39,46.7,21.0,-Y+-X++X+-Z,208.897,17099.01,28.3,12.6,-X++X+-Z++Z,137.664,26047.17,48.7,20.3,-Y+-X++X+-Z,209.072,21839.91,43.7,19.6,-Y+-X++X++Z,175.469
297,10x10_nadir,98.50,550,11.00,1150,7222.0,36.5,+Z,40.9,17307.13,30.1,-0.7,-X+-Z+-Y++Y,139.174,17359.47,29.2,-4.0,+X+-Z+-Y++Y,139.571,22019.40,39.9,10.8,-X++X+-Z+-Y,176.865,19811.83,33.8,10.8,-X++X+-Z++Y,159.281,22039.53,41.6,9.2,-X++X+-Z+-Y,176.989,17299.23,31.8,1.6,-X++X+-Y++Y,139.113
298,10x10_nadir,97.60,500,10.00,1079,6336.0,36.5,+Z,40.8,19596.97,34.3,13.1,+Y+-X+-Z++Z,157.579,19650.68,33.6,10.1,+Y++X+-Z++Z,157.987,18516.25,27.2,14.4,-X++X+-Z++Z,149.035,24448.36,41.9,20.4,+Y+-X++X+-Z,196.367,24480.80,43.6,19.1,+Y+-X++X+-Z,196.592,19568.60,36.2,14.8,+Y+-X++X++Z,157.345
299,10x10_nadir,98.20,550,10.50,1146,7202.0,36.8,+Z,40.6,16272.88,28.5,-0.7,-X+-Z++Y+-Y,130.919,16324.16,26.5,-4.0,+X+-Z++Y+-Y,131.322,19698.45,27.3,10.8,+X+-X+-Z+-Y,158.455,21485.78,37.9,10.8,+X+-X+-Z++Y,172.620,21517.74,39.5,9.2,+X+-X+-Z++Y,172.840,16246.02,29.2,1.6,+X+-X++Y+-Y,130.720
300,10x15_nadir,98.50,500,13.00,1089,6378.0,30.5,+X,40.6,25628.14,55.2,17.5,+Y+-X+-Z++Z,205.611,20177.54,55.0,11.1,+Y+-Z++Z++X,161.943,15100.20,29.1,14.1,-X+-Z++Z++X,121.680,25445.23,54.7,20.2,+Y+-X+-Z++Z,204.181,23157.54,59.8,20.1,+Y+-X+-Z++X,185.814,23188.02,58.0,17.6,+Y+-X++Z++X,186.055
301,10x10_nadir,97.60,500,13.00,1079,6344.0,36.7,+Z,40.6,19219.55,33.3,12.9,-Y+-X+-Z++Z,154.570,19273.12,32.2,9.9,-Y++X+-Z++Z,154.981,24138.03,41.1,19.9,-Y+-X++X+-Z,193.890,18670.52,28.4,14.5,-X++X+-Z++Z,150.254,24171.81,42.8,19.0,-Y+-X++X+-Z,194.129,19176.23,35.1,14.6,-Y+-X++X++Z,154.217
302,10x10_nadir,98.50,550,11.50,1146,7204.0,36.1,+Z,40.5,17942.24,36.5,2.0,-X+-Z+-Y++Z,144.201,17993.29,35.0,-1.3,+X+-Z+-Y++Z,144.596,23015.15,43.3,10.8,-X++X+-Z+-Y,184.788,19016.16,26.9,13.2,-X++X+-Z++Z,153.025,23049.53,45.1,9.2,-X++X+-Z+-Y,185.024,17968.56,38.5,4.3,-X++X+-Y++Z,144.410
303,10x15_nadir,97.90,500,13.50,1058,6328.0,34.4,+X,40.3,25175.78,47.2,19.9,+Y+-X+-Z++Z,202.115,18802.55,39.7,16.3,+Y+-Z++Z++X,151.187,16232.35,29.0,14.6,-X+-Z++Z++X,130.742,24997.67,47.0,21.4,+Y+-X+-Z++Z,200.708,22294.41,47.8,23.8,+Y+-X+-Z++X,179.096,22333.26,46.2,19.0,+Y+-X++Z++X,179.378
304,10x15_nadir,98.20,500,13.00,1086,6362.0,34.0,+X,40.1,24980.20,48.9,17.5,+Y+-X+-Z++Z,200.505,18669.55,43.3,11.1,+Y+-Z++Z++X,150.026,16133.66,29.0,14.2,-X+-Z++Z++X,129.949,24801.37,48.7,20.2,+Y+-X+-Z++Z,199.104,22129.98,50.4,20.1,+Y+-X+-Z++X,177.711,22167.48,48.8,17.6,+Y+-X++Z++X,178.005
305,10x15_nadir,97.90,550,11.00,1145,7212.0,36.9,+X,39.9,20282.33,33.1,6.4,-X++Z+-Z+-Y,163.008,11974.79,23.4,-1.5,+Z+-Z+-Y++X,96.591,20106.94,33.7,10.3,-X++Z+-Z+-Y,161.638,18798.65,28.0,14.7,-X++Z+-Z++X,151.286,16667.79,31.8,8.7,-X+-Z+-Y++X,134.132,16709.13,30.9,6.3,-X++Z+-Y++X,134.450
306,10x10_nadir,97.60,550,12.00,1139,7190.0,37.1,+Z,39.9,14662.64,27.3,2.0,-X+-Z+-Y++Z,118.080,14710.45,23.1,-1.4,+X+-Z+-Y++Z,118.481,20171.78,29.1,10.8,-X++X+-Z+-Y,162.218,19866.58,27.3,13.2,-X++X+-Z++Z,159.823,20218.84,30.3,9.2,-X++X+-Z+-Y,162.564,14621.11,23.6,4.3,-X++X+-Y++Z,117.817
307,10x10_nadir,98.80,550,11.00,1146,7236.0,35.8,+Z,39.8,18278.12,37.1,-0.7,-X+-Z+-Y++Y,146.854,18329.08,35.7,-4.1,+X+-Z+-Y++Y,147.245,23032.18,45.3,10.8,-X++X+-Z+-Y,184.899,19008.49,33.7,10.2,-X++X+-Z++Y,152.849,23054.61,47.1,9.2,-X++X+-Z+-Y,185.040,18323.34,39.4,1.6,-X++X+-Y++Y,147.211
