Rank,Attitude,Inc_deg,Alt_km,LTAN_h,Passes_BA,Visible_min,Eclipse_%,BestRad,Score,Rad+X_Wh,Rad+X_Tcm5,Rad+X_Tbat,Rad+X_Panels,Rad+X_ThermalKey,Rad-X_Wh,Rad-X_Tcm5,Rad-X_Tbat,Rad-X_Panels,Rad-X_ThermalKey,Rad+Y_Wh,Rad+Y_Tcm5,Rad+Y_Tbat,Rad+Y_Panels,Rad+Y_ThermalKey,Rad-Y_Wh,Rad-Y_Tcm5,Rad-Y_Tbat,Rad-Y_Panels,Rad-Y_ThermalKey,Rad+Z_Wh,Rad+Z_Tcm5,Rad+Z_Tbat,Rad+Z_Panels,Rad+Z_ThermalKey,Rad-Z_Wh,Rad-Z_Tcm5,Rad-Z_Tbat,Rad-Z_Panels,Rad-Z_ThermalKey
61,10x10_nadir,98.50,650,12.50,1249,8888.0,34.9,+Z,64.3,19580.29,33.7,6.6,-Y+-X+-Z++Z,157.387,19632.31,32.0,3.1,-Y++X+-Z++Z,157.789,24593.27,40.9,14.4,-Y+-X++X+-Z,197.479,19308.70,27.2,12.5,-X++X+-Z++Z,155.355,24630.99,42.6,13.0,-Y+-X++X+-Z,197.745,19737.00,35.7,8.5,-Y+-X++X++Z,158.635
62,10x15_nadir,98.20,600,14.00,1202,8078.0,31.9,+X,64.2,26230.58,46.8,20.2,+Y+-X+-Z++Z,210.561,20439.98,40.4,19.0,+Y+-Z++Z++X,164.305,16074.61,28.1,13.8,-X+-Z++Z++X,129.483,26049.90,46.5,21.7,+Y+-X+-Z++Z,209.135,23576.54,47.9,24.3,+Y+-X+-Z++X,189.356,23612.55,46.1,19.5,+Y+-X++Z++X,189.620
63,10x15_nadir,97.60,600,9.50,1196,8050.0,32.6,+X,64.2,26189.42,46.2,21.2,-Y+-X+-Z++Z,210.250,20214.30,39.0,20.7,-Y+-Z++Z++X,162.534,26009.72,46.0,22.7,-Y+-X+-Z++Z,208.830,16310.26,27.6,14.0,-X+-Z++Z++X,131.377,23453.78,47.0,25.3,-Y+-X+-Z++X,188.396,23491.56,45.3,20.8,-Y+-X++Z++X,188.674
64,10x10_nadir,98.50,600,13.50,1201,8096.0,31.5,+Z,63.9,22914.72,44.3,17.0,-Y+-X+-Z++Z,184.034,22958.09,42.4,14.0,-Y++X+-Z++Z,184.375,27002.89,47.9,20.6,-Y+-X++X+-Z,216.730,16945.40,27.6,11.6,-X++X+-Z++Z,136.434,27030.05,49.9,19.9,-Y+-X++X+-Z,216.916,23220.40,47.0,18.9,-Y+-X++X++Z,186.466
65,10x15_nadir,97.90,650,13.00,1247,8850.0,35.6,+X,63.9,22639.85,35.0,12.2,-X++Y+-Z++Z,181.903,14807.80,23.8,5.3,+Y+-Z++Z++X,119.318,18853.74,28.1,14.1,-X+-Z++Z++X,151.719,22459.21,35.3,15.7,-X++Y+-Z++Z,180.489,19181.74,34.0,14.6,-X++Y+-Z++X,154.276,19225.07,32.7,12.1,-X++Y++Z++X,154.613
66,10x10_nadir,97.60,600,10.00,1195,8050.0,34.1,+Z,63.5,21745.27,37.7,19.2,+Y+-X+-Z++Z,174.783,21796.77,36.3,16.2,+Y++X+-Z++Z,175.183,18110.93,27.9,12.9,-X++X+-Z++Z,145.767,26296.35,44.1,22.1,+Y+-X++X+-Z,211.141,26325.17,45.9,21.4,+Y+-X++X+-Z,211.342,21933.64,39.9,21.2,+Y+-X++X++Z,176.282
67,10x10_nadir,97.90,600,14.00,1198,8026.0,33.7,+Z,63.5,22036.23,38.2,19.4,-Y+-X+-Z++Z,177.107,22086.77,36.8,15.7,-Y++X+-Z++Z,177.491,26499.71,44.3,21.3,-Y+-X++X+-Z,212.757,17887.93,27.2,12.6,-X++X+-Z++Z,143.989,26527.73,46.1,20.7,-Y+-X++X+-Z,212.952,22247.23,40.3,20.2,-Y+-X++X++Z,178.776
68,10x10_nadir,97.60,650,13.50,1249,8842.0,35.5,+Z,63.4,18510.66,31.2,4.8,-X+-Z+-Y++Z,148.844,18563.09,27.3,1.2,+X+-Z+-Y++Z,149.276,23720.44,36.6,12.9,-X++X+-Z+-Y,190.534,19750.47,27.3,12.3,-X++X+-Z++Z,158.885,23761.79,38.2,11.4,-X++X+-Z+-Y,190.831,18625.93,30.1,6.8,-X++X+-Y++Z,149.799
69,10x15_nadir,98.80,600,13.50,1203,8110.0,26.5,+X,63.1,26844.93,57.4,19.3,+Y+-X+-Z++Z,215.335,22023.48,63.5,15.0,+Y+-Z++Z++X,176.644,15124.08,29.9,13.9,-X+-Z++Z++X,121.857,26655.55,57.5,20.9,+Y+-X+-Z++Z,213.834,24681.11,66.6,23.0,+Y+-X+-Z++X,197.947,24706.14,65.8,18.4,+Y+-X++Z++X,198.111
70,10x10_nadir,98.20,600,13.50,1200,8068.0,33.7,+Z,63.0,21878.61,38.5,17.0,-Y+-X+-Z++Z,175.817,21928.45,37.2,14.0,-Y++X+-Z++Z,176.203,26349.15,44.5,20.6,-Y+-X++X+-Z,211.543,17892.50,27.6,12.1,-X++X+-Z++Z,144.016,26377.94,46.3,19.9,-Y+-X++X+-Z,211.744,22089.79,40.7,18.9,-Y+-X++X++Z,177.499
71,10x15_nadir,97.90,600,9.50,1197,7998.0,34.0,+X,63.0,25436.85,43.5,20.7,-Y+-X+-Z++Z,204.259,18849.78,34.1,15.6,-Y+-Z++Z++X,151.628,25257.65,43.4,22.7,-Y+-X+-Z++Z,202.846,17102.31,27.7,14.6,-X+-Z++Z++X,137.719,22459.05,43.4,23.5,-Y+-X+-Z++X,180.466,22500.17,42.0,20.8,-Y+-X++Z++X,180.784
72,10x15_nadir,98.20,650,10.50,1248,8980.0,35.5,+X,62.8,22826.43,36.2,10.2,-X+-Y+-Z++Z,183.361,15073.43,25.9,3.1,-Y+-Z++Z++X,121.394,22645.93,36.5,13.8,-X+-Y+-Z++Z,181.950,18759.19,28.2,13.9,-X+-Z++Z++X,150.960,19398.28,35.3,12.6,-X+-Y+-Z++X,155.972,19441.58,34.0,10.1,-X+-Y++Z++X,156.309
73,10x15_nadir,98.50,600,13.50,1201,8096.0,31.5,+X,62.8,26066.02,48.5,19.3,+Y+-X+-Z++Z,209.215,20295.47,43.8,15.0,+Y+-Z++Z++X,163.066,16057.13,28.4,13.8,-X+-Z++Z++X,129.340,25884.41,48.2,20.9,+Y+-X+-Z++Z,207.782,23429.97,50.4,23.0,+Y+-X+-Z++X,188.140,23464.91,48.6,18.4,+Y+-X++Z++X,188.396
74,10x10_nadir,98.50,650,10.00,1253,8972.0,35.3,+Z,62.7,18670.71,33.3,5.0,-X+-Z++Y++Z,150.099,18722.47,31.8,1.4,+X+-Z++Y++Z,150.496,19592.11,27.6,12.3,-X++X+-Z++Z,157.615,23821.87,40.6,13.0,-X++X+-Z++Y,191.298,23862.59,42.4,11.6,-X++X+-Z++Y,191.587,18803.65,35.3,7.0,-X++X++Y++Z,151.158
75,10x15_nadir,98.80,650,12.50,1253,8946.0,33.7,+X,62.6,24570.19,44.7,10.5,+Y+-X+-Z++Z,197.207,17712.18,37.2,3.4,+Y+-Z++Z++X,142.367,17665.43,27.8,13.6,-X+-Z++Z++X,142.211,24389.62,44.6,14.1,+Y+-X+-Z++Z,195.800,21491.14,45.5,12.9,+Y+-X+-Z++X,172.589,21531.46,44.0,10.4,+Y+-X++Z++X,172.906
76,10x10_nadir,97.60,600,14.00,1194,8030.0,34.9,+Z,62.6,20843.72,34.2,16.4,-Y+-X+-Z++Z,167.586,20897.06,33.3,13.4,-Y++X+-Z++Z,167.995,25608.32,41.5,21.3,-Y+-X++X+-Z,205.662,18633.24,27.3,13.1,-X++X+-Z++Z,149.957,25640.06,43.2,20.7,-Y+-X++X+-Z,205.888,20980.11,36.1,18.4,-Y+-X++X++Z,168.674
77,10x15_nadir,97.90,600,14.00,1198,8026.0,33.7,+X,62.6,25575.93,44.5,20.2,+Y+-X+-Z++Z,205.354,19091.46,35.8,17.6,+Y+-Z++Z++X,153.561,16970.46,28.1,14.4,-X+-Z++Z++X,136.657,25396.68,44.4,21.7,+Y+-X+-Z++Z,203.936,22638.53,44.6,24.3,+Y+-X+-Z++X,181.893,22679.15,43.3,19.5,+Y+-X++Z++X,182.187
78,10x15_nadir,97.60,600,10.00,1195,8050.0,34.1,+X,62.5,25374.99,44.2,20.7,-Y+-X+-Z++Z,203.755,18722.47,35.2,17.4,-Y+-Z++Z++X,150.614,25195.86,44.1,22.1,-Y+-X+-Z++Z,202.337,17189.38,28.2,14.6,-X+-Z++Z++X,138.408,22371.24,44.3,24.8,-Y+-X+-Z++X,179.764,22412.70,42.8,19.9,-Y+-X++Z++X,180.065
79,10x10_nadir,97.90,650,11.50,1247,8942.0,35.9,+Z,62.1,16497.71,28.7,1.8,-X+-Z++Y++Z,132.741,16547.57,23.8,-1.8,+X+-Z++Y++Z,133.165,20154.47,27.3,11.8,-X++X+-Z++Z,162.112,21941.58,30.6,10.3,-X++X+-Z++Y,176.353,21989.52,31.9,8.7,-X++X+-Z++Y,176.705,16586.58,25.0,3.9,-X++X++Y++Z,133.520
80,10x15_nadir,98.20,650,12.50,1251,8898.0,35.6,+X,62.1,22425.81,35.6,9.9,-X++Y+-Z++Z,180.161,14567.82,23.4,2.8,+Y+-Z++Z++X,117.379,18868.77,27.8,13.9,-X+-Z++Z++X,151.841,22245.25,35.9,13.6,-X++Y+-Z++Z,178.749,18958.51,34.6,12.4,-X++Y+-Z++X,152.460,19001.46,33.3,9.8,-X++Y++Z++X,152.793
81,10x10_nadir,97.90,600,13.50,1198,8036.0,34.9,+Z,62.1,20721.44,34.6,15.4,-Y+-X+-Z++Z,166.593,20774.65,33.6,12.4,-Y++X+-Z++Z,167.001,25505.27,41.7,20.6,-Y+-X++X+-Z,204.826,18674.65,27.6,12.8,-X++X+-Z++Z,150.280,25537.45,43.4,19.9,-Y+-X++X+-Z,205.056,20854.04,36.5,17.4,-Y+-X++X++Z,167.651
82,10x10_nadir,97.90,650,12.50,1246,8884.0,35.9,+Z,62.1,16411.16,28.5,3.2,-X+-Z+-Y++Z,132.065,16460.79,23.9,-0.4,+X+-Z+-Y++Z,132.483,21863.05,31.6,11.5,-X++X+-Z+-Y,175.725,20165.59,27.2,12.1,-X++X+-Z++Z,162.206,21911.27,32.9,10.0,-X++X+-Z+-Y,176.079,16499.74,24.7,5.3,-X++X+-Y++Z,132.842
83,10x15_nadir,97.60,650,11.50,1247,9020.0,35.6,+X,62.0,22501.82,37.3,10.5,-X+-Y+-Z++Z,180.753,14654.08,25.5,3.4,-Y+-Z++Z++X,118.048,22321.20,37.6,14.0,-X+-Y+-Z++Z,179.341,18862.14,27.8,13.9,-X+-Z++Z++X,151.788,19038.18,36.4,12.9,-X+-Y+-Z++X,153.079,19081.29,35.4,10.4,-X+-Y++Z++X,153.411
84,10x15_nadir,98.20,600,13.50,1200,8068.0,33.7,+X,62.0,25424.31,44.7,19.3,+Y+-X+-Z++Z,204.129,18928.46,36.2,15.0,+Y+-Z++Z++X,152.224,16976.35,28.4,14.0,-X+-Z++Z++X,136.695,25244.73,44.6,20.9,+Y+-X+-Z++Z,202.708,22485.30,45.0,23.0,+Y+-X+-Z++X,180.650,22525.43,43.7,18.4,+Y+-X++Z++X,180.942
85,10x15_nadir,98.50,650,12.50,1249,8888.0,34.9,+X,61.9,23636.02,40.7,10.5,-X++Y+-Z++Z,189.784,16223.38,30.2,3.4,+Y+-Z++Z++X,130.543,18353.74,27.8,13.9,-X+-Z++Z++X,147.721,23455.76,40.7,14.1,-X++Y+-Z++Z,188.378,20338.07,40.3,12.9,-X++Y+-Z++X,163.430,20380.70,38.7,10.4,-X++Y++Z++X,163.766
86,10x10_nadir,97.60,600,10.50,1197,8030.0,35.2,+Z,61.5,20384.61,33.9,14.9,+Y+-X+-Z++Z,163.902,20438.30,32.9,12.0,+Y++X+-Z++Z,164.315,18856.43,28.2,13.3,-X++X+-Z++Z,151.733,25243.68,41.2,20.3,+Y+-X++X+-Z,202.738,25276.99,42.9,19.7,+Y+-X++X+-Z,202.976,20499.20,35.8,16.9,+Y+-X++X++Z,164.815
87,10x15_nadir,97.60,600,14.00,1194,8030.0,34.9,+X,61.5,24691.14,41.4,19.8,-X++Y+-Z++Z,198.310,17632.62,30.8,14.4,+Y+-Z++Z++X,141.919,17704.05,28.1,14.8,-X+-Z++Z++X,142.529,24511.89,41.5,21.7,-X++Y+-Z++Z,196.893,21530.89,40.9,22.5,-X++Y+-Z++X,173.061,21574.01,39.9,19.6,-X++Y++Z++X,173.389
88,10x10_nadir,97.90,600,10.00,1196,8052.0,35.1,+Z,61.4,20495.08,33.4,13.3,+Y+-X+-Z++Z,164.777,20548.53,32.3,10.1,+Y++X+-Z++Z,165.186,18784.83,28.0,13.3,-X++X+-Z++Z,151.162,25325.74,40.8,20.2,+Y+-X++X+-Z,203.398,25358.68,42.5,19.0,+Y+-X++X+-Z,203.628,20616.99,35.2,15.0,+Y+-X++X++Z,165.746
89,10x10_nadir,98.80,600,13.00,1202,8074.0,30.8,+Z,61.1,22748.78,47.7,12.3,-Y+-X+-Z++Z,182.617,22789.83,45.5,9.0,-Y++X+-Z++Z,182.940,26803.83,49.9,18.0,-Y+-X++X+-Z,215.087,16884.10,27.7,11.7,-X++X+-Z++Z,135.943,26832.60,51.9,17.3,-Y+-X++X+-Z,215.285,23059.84,50.6,14.0,-Y+-X++X++Z,185.086
90,10x15_nadir,97.60,650,13.50,1249,8842.0,35.5,+X,61.0,22764.20,36.2,8.8,-X++Y+-Z++Z,182.849,14985.78,25.2,1.5,+Y+-Z++Z++X,120.686,18789.36,28.1,13.7,-X+-Z++Z++X,151.200,22583.68,36.4,12.4,-X++Y+-Z++Z,181.439,19326.46,35.3,11.2,-X++Y+-Z++X,155.383,19369.70,34.0,8.6,-X++Y++Z++X,155.719
91,10x15_nadir,97.90,650,12.00,1248,8928.0,36.0,-Y,61.0,19275.10,28.2,4.6,-X+-Z++Z+-Y,154.994,10868.80,23.4,-3.2,-Z++Z++X+-Y,87.727,19327.59,27.3,13.0,-X+-Z++Z++X,155.510,19328.73,27.3,13.0,-X+-Z++Z++X,155.519,15607.91,28.3,6.9,-X+-Z++X+-Y,125.679,15647.90,25.2,4.4,-X++Z++X+-Y,126.012
92,10x15_nadir,97.90,600,13.50,1198,8036.0,34.9,+X,60.8,24588.02,41.7,18.9,-X++Y+-Z++Z,197.472,17494.03,31.3,13.3,+Y+-Z++Z++X,140.793,17745.03,28.4,14.6,-X+-Z++Z++X,142.851,24408.71,41.8,20.9,-X++Y+-Z++Z,196.056,21414.62,41.2,21.5,-X++Y+-Z++X,172.117,21457.67,40.2,18.4,-X++Y++Z++X,172.443
93,10x10_nadir,98.20,650,11.00,1252,8938.0,35.8,+Z,60.7,16673.79,30.4,0.6,-X+-Z++Y++Z,134.117,16723.76,25.0,-3.0,+X+-Z++Y++Z,134.548,20096.42,27.7,11.6,-X++X+-Z++Z,161.641,22090.14,32.9,9.2,-X++X+-Z++Y,177.502,22137.40,34.3,7.6,-X++X+-Z++Y,177.847,16768.17,26.9,2.8,-X++X++Y++Z,134.936
94,10x15_nadir,98.50,650,10.00,1253,8972.0,35.3,+X,60.3,22863.06,40.4,8.9,-X+-Y+-Z++Z,183.589,15200.65,29.8,1.7,-Y+-Z++Z++X,122.349,22682.75,40.4,12.6,-X+-Y+-Z++Z,182.183,18633.09,27.9,13.7,-X+-Z++Z++X,149.953,19470.45,39.9,11.4,-X+-Y+-Z++X,156.478,19513.08,38.5,8.8,-X+-Y++Z++X,156.811
95,10x15_nadir,97.60,600,10.50,1197,8030.0,35.2,+X,60.1,24327.73,41.1,18.4,-X+-Y+-Z++Z,195.392,17090.99,30.5,12.6,-Y+-Z++Z++X,137.574,24148.33,41.2,20.5,-X+-Y+-Z++Z,193.976,17924.30,28.5,15.0,-X+-Z++Z++X,144.288,21099.64,40.6,21.0,-X+-Y+-Z++X,169.600,21143.16,39.5,18.0,-X+-Y++Z++X,169.931
96,10x10_nadir,98.50,600,13.00,1198,8090.0,33.4,+Z,60.1,21666.25,40.9,12.3,-Y+-X+-Z++Z,174.042,21714.74,39.3,9.0,-Y++X+-Z++Z,174.417,26129.68,45.9,18.0,-Y+-X++X+-Z,209.743,17851.06,27.7,11.8,-X++X+-Z++Z,143.680,26159.61,47.8,17.3,-Y+-X++X+-Z,209.952,21882.81,43.2,14.0,-Y+-X++X++Z,175.762
97,10x10_nadir,98.50,650,12.00,1250,8936.0,35.5,+Z,60.0,17821.67,28.8,0.5,-X+-Z+-Y++Z,143.318,17872.62,27.5,-3.1,+X+-Z+-Y++Z,143.706,23082.65,36.8,9.1,-X++X+-Z+-Y,185.392,19796.36,26.7,11.6,-X++X+-Z++Z,159.253,23126.04,38.4,7.5,-X++X+-Z+-Y,185.703,17939.77,30.4,2.6,-X++X+-Y++Z,144.264
98,10x10_nadir,98.50,650,11.50,1252,8944.0,35.8,+Z,60.0,16306.64,27.4,0.5,-X+-Z+-Y++Z,131.216,16357.45,23.1,-3.2,+X+-Z+-Y++Z,131.639,21745.51,33.2,9.1,-X++X+-Z+-Y,174.740,20059.22,27.4,11.6,-X++X+-Z++Z,161.347,21780.73,34.6,7.5,-X++X+-Z+-Y,174.988,16407.95,26.0,2.6,-X++X+-Y++Z,132.065
99,10x10_nadir,97.60,600,13.50,1197,8070.0,35.7,+Z,60.0,19337.02,31.5,11.5,-X+-Y+-Z++Z,155.517,19390.82,29.1,8.3,+X+-Y+-Z++Z,155.946,24380.66,38.2,18.8,-X++X+-Y+-Z,195.855,19269.26,27.6,13.3,-X++X+-Z++Z,155.041,24417.62,39.9,17.5,-X++X+-Y+-Z,196.117,19412.96,31.9,13.2,-X++X+-Y++Z,156.137
100,10x15_nadir,97.90,650,12.50,1246,8884.0,35.9,+X,59.7,20897.54,30.5,7.2,-X+-Z++Z++Y,167.971,12700.93,23.4,-0.2,-Z++Z++Y++X,102.413,19198.87,27.8,13.5,-X+-Z++Z++X,154.477,20717.06,31.1,11.0,-X+-Z++Z++Y,166.558,17304.87,30.3,9.6,-X+-Z++Y++X,139.257,17346.36,28.1,7.0,-X++Z++Y++X,139.590
101,10x10_nadir,98.20,650,12.00,1247,8914.0,35.9,+Z,59.7,16149.98,26.7,0.4,-X+-Z+-Y++Z,129.971,16198.81,23.1,-3.2,+X+-Z+-Y++Z,130.370,21615.23,32.3,9.1,-X++X+-Z+-Y,173.708,20163.39,26.7,11.6,-X++X+-Z++Z,162.190,21664.07,33.7,7.5,-X++X+-Z+-Y,174.066,16242.31,25.0,2.6,-X++X+-Y++Z,130.753
102,10x10_nadir,97.60,650,13.00,1245,8858.0,35.9,+Z,59.6,16641.26,30.0,0.4,-X+-Z+-Y++Z,133.859,16691.39,25.1,-3.2,+X+-Z+-Y++Z,134.286,22065.51,32.9,9.1,-X++X+-Z+-Y,177.304,20111.52,27.4,11.6,-X++X+-Z++Z,161.765,22111.59,34.3,7.5,-X++X+-Z+-Y,177.639,16733.67,26.3,2.6,-X++X+-Y++Z,134.667
103,10x10_nadir,98.20,600,13.00,1197,8062.0,34.9,+Z,59.6,20531.65,35.6,12.3,-Y+-X+-Z++Z,165.031,20583.98,34.1,9.0,-Y++X+-Z++Z,165.436,25322.12,42.5,18.0,-Y+-X++X+-Z,203.326,18667.07,27.7,12.8,-X++X+-Z++Z,150.218,25355.07,44.1,17.3,-Y+-X++X+-Z,203.562,20666.40,37.7,14.0,-Y+-X++X++Z,166.100
104,10x15_nadir,97.90,600,10.00,1196,8052.0,35.1,+X,59.4,24409.08,40.7,17.0,-X+-Y+-Z++Z,196.034,17226.94,29.8,10.7,-Y+-Z++Z++X,138.650,24229.72,40.8,20.3,-X+-Y+-Z++Z,194.631,17853.66,28.2,14.8,-X+-Z++Z++X,143.725,21201.98,40.1,19.5,-X+-Y+-Z++X,170.409,21245.27,38.9,17.2,-X+-Y++Z++X,170.747
105,10x15_nadir,97.90,650,11.50,1247,8942.0,35.9,+X,59.4,20976.66,30.1,5.9,-X+-Z++Z+-Y,168.595,12793.12,23.4,-1.7,-Z++Z+-Y++X,103.136,20796.16,30.1,9.7,-X+-Z++Z+-Y,167.190,19187.93,27.8,13.2,-X+-Z++Z++X,154.388,17388.72,30.3,8.3,-X+-Z+-Y++X,139.914,17430.37,27.1,5.7,-X++Z+-Y++X,140.261
106,10x10_nadir,98.50,650,11.00,1255,8924.0,35.9,+Z,59.4,16178.19,29.9,-2.3,-X+-Z++Y+-Y,130.129,16228.63,24.8,-5.9,+X+-Z++Y+-Y,130.560,20636.15,28.5,9.1,-X++X+-Z+-Y,165.923,21129.89,32.9,9.1,-X++X+-Z++Y,169.819,21154.49,34.3,7.5,-X++X+-Z++Y,169.983,16270.54,26.5,-0.1,-X++X++Y+-Y,130.932
107,10x10_nadir,98.80,650,12.00,1249,8942.0,34.7,+Z,59.3,19239.27,35.8,0.5,-X+-Y+-Z++Z,154.571,19289.65,34.3,-3.1,+X+-Y+-Z++Z,154.958,24248.57,42.1,9.1,-X++X+-Y+-Z,194.653,19243.32,26.7,11.6,-X++X+-Z++Z,154.829,24287.36,44.0,7.5,-X++X+-Y+-Z,194.924,19407.60,37.7,2.6,-X++X+-Y++Z,155.916
108,10x15_nadir,98.80,600,13.00,1202,8074.0,30.8,+X,59.3,25864.14,50.7,16.0,+Y+-X+-Z++Z,207.540,20150.12,48.2,9.5,+Y+-Z++Z++X,161.793,16008.45,28.4,13.8,-X+-Z++Z++X,128.950,25681.05,50.3,18.4,+Y+-X+-Z++Z,206.104,23268.06,53.9,18.5,+Y+-X+-Z++X,186.756,23301.33,52.0,15.7,+Y+-X++Z++X,187.018
109,10x10_nadir,98.20,600,9.50,1192,8050.0,34.9,+Z,59.2,20544.06,36.7,12.2,+Y+-X+-Z++Z,165.115,20596.56,35.3,9.0,+Y++X+-Z++Z,165.521,18662.96,27.5,12.9,-X++X+-Z++Z,150.189,25332.49,43.2,19.3,+Y+-X++X+-Z,203.414,25365.40,45.0,18.0,+Y+-X++X+-Z,203.641,20679.26,38.8,13.9,+Y+-X++X++Z,166.188
110,10x10_nadir,98.50,550,14.00,1147,7226.0,24.0,+Z,59.2,24942.94,59.4,22.2,-Y+-X+-Z++Z,200.123,24967.20,58.0,17.0,-Y++X+-Z++Z,200.283,28113.15,57.2,22.7,-Y+-X++X+-Z,225.517,14893.90,27.6,11.8,-X++X+-Z++Z,120.025,28139.12,58.8,22.1,-Y+-X++X+-Z,225.699,25335.95,63.4,21.6,-Y+-X++X++Z,203.211
111,10x10_nadir,98.50,650,10.50,1254,8968.0,35.7,+Z,59.2,16826.67,31.8,0.4,-X+-Z++Y++Z,135.321,16876.39,27.3,-3.2,+X+-Z++Y++Z,135.739,19981.49,27.8,11.6,-X++X+-Z++Z,160.720,22200.51,36.6,9.1,-X++X+-Z++Y,178.337,22245.63,38.2,7.5,-X++X+-Z++Y,178.662,16933.65,30.2,2.6,-X++X++Y++Z,136.218
112,10x10_nadir,97.60,650,12.00,1247,8972.0,35.9,+Z,59.1,16246.01,26.7,0.5,-X+-Z++Y++Z,130.740,16294.98,24.2,-3.1,+X+-Z++Y++Z,131.126,20161.11,26.7,11.6,-X++X+-Z++Z,162.171,21705.36,34.2,9.1,-X++X+-Z++Y,174.406,21753.98,35.7,7.5,-X++X+-Z++Y,174.761,16337.17,27.2,2.6,-X++X++Y++Z,131.484
113,10x10_nadir,98.80,650,9.50,1253,8940.0,35.0,+Z,59.0,18690.46,37.1,1.5,-X+-Z++Y++Z,150.175,18740.74,35.2,-2.0,+X+-Z++Y++Z,150.565,19414.52,27.2,11.8,-X++X+-Z++Z,156.195,23783.34,43.3,10.0,-X++X+-Z++Y,190.926,23823.91,45.0,8.4,-X++X+-Z++Y,191.213,18844.49,39.2,3.6,-X++X++Y++Z,151.402
114,10x10_nadir,97.90,600,13.00,1197,8026.0,35.7,+Z,58.8,19193.01,30.7,10.7,-X+-Y+-Z++Z,154.367,19246.65,29.7,7.5,+X+-Y+-Z++Z,154.777,24253.81,38.6,18.0,-X++X+-Y+-Z,194.827,19299.72,27.7,13.3,-X++X+-Z++Z,155.284,24291.27,40.3,16.8,-X++X+-Y+-Z,195.094,19266.67,32.5,12.5,-X++X+-Y++Z,154.952
115,10x10_nadir,98.80,650,11.00,1251,8956.0,35.7,+Z,58.8,17161.14,29.9,-2.3,-X+-Z+-Y++Y,137.992,17212.95,24.8,-5.9,+X+-Z+-Y++Y,138.435,21904.45,36.1,9.1,-X++X+-Z+-Y,175.976,20507.57,32.9,9.1,-X++X+-Z++Y,164.841,21923.88,37.6,7.5,-X++X+-Z+-Y,176.096,17267.88,27.2,-0.1,-X++X+-Y++Y,138.902
116,10x15_nadir,98.50,600,13.00,1198,8090.0,33.4,+X,58.5,25202.41,46.3,16.0,+Y+-X+-Z++Z,202.300,18724.04,39.3,9.5,+Y+-Z++Z++X,150.495,16938.24,28.4,13.8,-X+-Z++Z++X,136.388,25022.29,46.1,18.4,+Y+-X+-Z++Z,200.885,22275.47,47.2,18.5,+Y+-X+-Z++X,178.899,22314.62,45.7,15.7,+Y+-X++Z++X,179.202
117,10x10_nadir,97.60,600,11.00,1197,8058.0,35.9,+Z,58.4,18801.42,30.7,10.1,-X+-Z++Y++Z,151.229,18854.87,28.7,6.9,+X+-Z++Y++Z,151.649,19438.94,28.1,13.3,-X++X+-Z++Z,156.393,23926.38,37.9,17.6,-X++X+-Z++Y,192.213,23965.22,39.6,16.3,-X++X+-Z++Y,192.490,18862.27,31.5,12.0,-X++X++Y++Z,151.723
118,10x15_nadir,98.20,650,11.00,1252,8938.0,35.8,+X,58.2,21125.18,32.0,4.7,-X+-Z++Z+-Y,169.749,12992.54,24.3,-3.0,-Z++Z+-Y++X,104.707,20944.83,32.5,8.6,-X+-Z++Z+-Y,168.339,19130.52,28.1,13.0,-X+-Z++Z++X,153.922,17556.35,31.9,7.1,-X+-Z+-Y++X,141.223,17598.04,29.6,4.5,-X++Z+-Y++X,141.560
119,10x15_nadir,98.20,600,13.00,1197,8062.0,34.9,+X,58.2,24403.26,42.3,16.0,-X++Y+-Z++Z,195.958,17301.31,32.5,9.4,+Y+-Z++Z++X,139.198,17738.08,28.4,14.5,-X+-Z++Z++X,142.795,24223.79,42.4,18.4,-X++Y+-Z++Z,194.544,21228.52,42.1,18.4,-X++Y+-Z++X,170.586,21270.94,40.7,15.7,-X++Y++Z++X,170.916
120,10x10_nadir,98.80,650,10.50,1254,8952.0,35.7,+Z,58.1,17058.09,31.3,-2.2,-X+-Z++Y+-Y,137.151,17109.91,25.7,-5.9,+X+-Z++Y+-Y,137.599,20829.77,32.1,9.1,-X++X+-Z+-Y,167.428,21531.17,36.6,9.1,-X++X+-Z++Y,172.983,21544.38,38.2,7.5,-X++X+-Z++Y,173.053,17161.65,28.1,-0.1,-X++X++Y+-Y,138.041
121,10x10_nadir,98.80,650,11.50,1248,8940.0,35.4,+Z,58.0,17704.76,32.7,0.5,-X+-Z+-Y++Z,142.335,17755.61,31.3,-3.1,+X+-Z+-Y++Z,142.722,22944.37,40.1,9.1,-X++X+-Z+-Y,184.245,19684.31,27.4,11.6,-X++X+-Z++Z,158.348,22980.95,41.8,7.5,-X++X+-Z+-Y,184.501,17837.14,34.6,2.6,-X++X+-Y++Z,143.391
122,10x10_nadir,97.90,600,10.50,1196,8040.0,35.8,+Z,58.0,18928.94,32.1,9.0,-X+-Z++Y++Z,152.221,18982.41,28.0,5.7,+X+-Z++Y++Z,152.666,19383.83,28.2,13.3,-X++X+-Z++Z,155.951,24030.02,37.4,16.7,-X++X+-Z++Y,193.040,24068.38,39.0,15.3,-X++X+-Z++Y,193.313,18995.23,30.8,10.9,-X++X++Y++Z,152.785
